고유번호,언어,상호명,콘텐츠URL,주소,신주소,Latitude,Longitude,,,전화번호,팩스번호,웹사이트,운영시간,운영요일,휴무일,교통정보,태그,장애인편의시설
46875,ko,마복림 할머니집,https://korean.visitseoul.net/attractions/MabongnimHalmeonijip/KOP8wjib6?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP8wjib6, 서울 중구 신당동 292-112 ,04611 서울 중구 다산로35길 5 (신당동) ,37.537634,126.9981748,,,02-2232-8930,,,09:00~22:50 ,매일,매달 2?4번째 월요일 휴무,"2, 6호선 신당역 7번 출구에서 약 232m (도보 3분)","신당,분식점,오래가게,떡볶이",
27190,ko,마포관광정보센터,https://korean.visitseoul.net/attractions/마포관광정보센터/KOP027190?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027190, 서울 마포구 서교동 348-78 ,04055 서울 마포구 홍익로 22 (서교동) ,37.5632072,127.0150984,,,+82-2-334-7878,,,10:00 ~ 19:00,,,"2호선, 공항철도, 경의중앙선 홍대입구역 9번 출구에서 약 260m (도보 4분)","마포,홍대입구역,홍대관광,마포관광정보센터,마포구관광,서울관광정보센터,홍대",
43432,ko,만나당,https://korean.visitseoul.net/attractions/2023001/KOPv423hd?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPv423hd,06029 서울 강남구 신사동 550-9 1층 101호 만나당,06029 서울 강남구 논현로175길 61 (신사동) 1층 101호 만나당,37.5537201,126.9229984,,,0507-1327-3312,,https://mannadang.modoo.at/ ,월요일-토요일 10:00-18:00,,일요일,3호선 압구정역 5번 출구에서 약 498m (도보 7분) ," 궁중약과, 강남,오래가게, 약과, 압구정, 가로수길,수제",
1399,ko,만해한용운 심우장,https://korean.visitseoul.net/attractions/만해한용운-심우장/KOP001399?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001399,136-824 서울 성북구 성북동 222-1 222-1,02879 서울 성북구 성북로29길 24 (만해 한용운 심우장) ,37.5241663,127.0240588,,,02-2241-2632,,https://www.sb.go.kr/tour/PageLink.do,09:00 - 18:00,,연중무휴,"4호선 한성대입구역 6번 출구에서 삼선교.성북문화원 정류장까지 약 62m (도보 1분) 성북03 버스 탑승 후 슈퍼앞 정류장에서 하차, 만해한용운심우장까지 약 127m (도보 3분) ","역사유적, 한용운, 심우장, 만해한용운,성북동, 한성대입구역,유적지",
43464,ko,맨투맨양복점,https://korean.visitseoul.net/attractions/2023058/KOPald1vp?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPald1vp, 서울 영등포구 영등포동6가 95-9 ,07251 서울 영등포구 영등포로 181-2 (영등포동6가) ,37.5936472,126.9917756,,,02-2676-6680,,,09:00~22:00,매일,없음,5호선 영등포시장역 4번 출구에서 약 551m (도보 8분),"남성정장,양장점,맞춤양복,오래가게,양복제작,영등포",
43461,ko,명가떡집,https://korean.visitseoul.net/attractions/2023053/KOPi5js4s?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPi5js4s, 서울 송파구 잠실동 210 ,05564 서울 송파구 석촌호수로12길 7 (잠실동) ,37.5215848,126.9032147,,,02-416-9669,,http://haneulchae.114kr.kr/,매일 07:00 ~ 22:00 ㅁ,매일,없음,2호선 잠실새내역 3번 출구에서 약 359m (도보 5분),"쑥인절미,오래가게, 대왕찹쌀떡, 잠실, 잠실새마을시장",
11469,ko,명동관광정보센터,https://korean.visitseoul.net/attractions/명동관광정보센터/KOP011469?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011469, 서울 중구 을지로2가 181 외환은행 본점 별관 1층,04538 서울 중구 을지로 66 하나금융그룹 명동사옥 별관1층 ,37.5083409,127.085586,,,02-778-0333,,https://www.instagram.com/ticmyeongdong/,명동관광정보센터 / 기념품판매관 - 09:00~18:00,,음력 설 및 추석 당일 휴관,"2호선 을지로입구 5, 6번 출구에서 147m (도보 2분)","명동,서울관광정보센터,안내,을지로입구역,명동관광정보센터,관광정보센터,관광정보",접근가능
4037,ko,명동성당,https://korean.visitseoul.net/attractions/명동성당/KOP004036?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004036,100-809 서울 중구 명동2가 1-1 ,04537 서울 중구 명동길 74 (명동성당) ,37.5655335,126.9848601,,,02-774-1784,,http://www.mdsd.or.kr,,,없음,4호선 명동역 8번 출구에서 약 590m (도보 11분) 2호선 을지로입구역 5번 출구에서 약 616m (도보 12분) 2호선 을지로3가역 12번 출구에서 약 561m (도보 12분),"역사, 가톨릭, 명동성당, 성당,명동대성당, 고딕, 명동주교좌성당, 종교,명동, 천주교","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터"
5228,ko,명동함흥면옥,https://korean.visitseoul.net/attractions/명동함흥면옥/KOP005228?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005228,100-809 서울 중구 명동2가 26-1 ,04537 서울 중구 명동10길 35-19 (명동2가) ,37.5633245,126.9872338,,,02-776-8430,,,11:00 ~ 20:00,월요일~토요일 ,"일요일, 명절 휴무",4호선 명동역 5번 출구에서 약 337m (도보 4분),"명동맛집,함흥면옥, 함흥냉면,회냉면, 냉면맛집,냉면,냉면음식점,비빔냉면,명동냉면집,명동",
25927,ko,명신당필방,https://korean.visitseoul.net/attractions/명신당필방/KOP025927?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025927,  ,03148 서울 종로구 인사동길 34 ,37.5591747,126.9855246,,,02-736-2466,,https://www.myungsindang.co.kr/,09:30~19:00,매일,없음,1?3?5호선 종로3가역 5번 출구에서 358m (도보 6분),"서화재료판매,먹, 붓, 벼루, 민화, 인사동, 문인화,오래가게, 쌈지길",
43435,ko,모퉁이집,https://korean.visitseoul.net/attractions/2023004/KOPou99aq?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPou99aq, 서울 강남구 역삼동 818 ,06129 서울 강남구 테헤란로1길 20 (역삼동) ,37.562769,126.9856892,,,02-562-5948,,,11:00~22:00,없음,매일,"신분당선, 2호선 강남역 11번 출구에서 약 168m (도보 2분)","오래가게,분식,강남역,해장,신논현역,수제비,라면",
1809,ko,목인박물관,https://korean.visitseoul.net/attractions/목인박물관/KOP001809?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001809,110-170 서울 종로구 견지동 82,03145 서울특별시 종로구 인사동11길 20  (견지동) ,37.5738017,126.9863669,,,02-722-5066,,http://www.mokinmuseum.com,하절기 10:30~19:00(입장마감 18:00) 동절기 10:30~18:00(입장마감 17:00),화~일,"월요일 설, 추석 연휴",3호선 안국 6번 출구 도보 10분 1호선 종각 3-1번 출구 도보 10분,"목인박물관, 광화문, 인사동, 문화,안국역, 목인갤러리, 박물관, 종각역, 관광지,옥상정원, 갤러리,쌈지길",
5507,ko,몽촌역사관,https://korean.visitseoul.net/attractions/몽촌역사관/KOP005507?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005507,138-749 서울 송파구 방이동 88-3 ,05540 서울 송파구 올림픽로 424 (몽촌역사관) ,37.4996677,127.0278325,,,02-2152-5900,,http://baekjemuseum.seoul.go.kr/dreamvillage/,09:00~18:00,화~일,-월 -1월 1일,5호선 올림픽공원역 3번 출구    8호선 몽촌토성역 1번 출구 ," 역사, 꿈나무영화마당,유물, 몽촌토성역, 잠실, 몽촌역사관,움집터전시관, 박물관,백제박물관,올림픽공원역","장애인화장실,접근가능"
46798,ko,서정 아트 서울,https://korean.visitseoul.net/attractions/2024-seojungart/KOP7u0294?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP7u0294, 서울 강남구 논현동 270-38 ,06103 서울 강남구 봉은사로47길 12 (논현동) ,37.5739039,126.9836573,,,1644-1454,,https://seojung-art.com/ko/,10:00 ~ 18:00,화요일~토요일,"일요일, 월요일 정기휴무, 법정공휴일 9/16~18 추석 연휴 휴무","9호선, 수인분당선 선정릉역 1번 출구에서 약 229m (도보 3분)","갤러리,강남전시,선정릉역,서정아트서울,서정아트,전시",
43449,ko,설화철물,https://korean.visitseoul.net/attractions/2023026/KOP56qewe?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP56qewe, 서울 동작구 사당동 318-13 ,07011 서울 동작구 사당로16길 7 (사당동) ,37.523868,127.1243,,,02-582-1971,,,6:30~18:30,매일,없음,7호선 남성역 1번 출구에서 약 250m (도보 4분) ,"사당동,동작구,오래가게,철물점,공구,건축자재판매",
450,ko,문화역서울 284,https://korean.visitseoul.net/attractions/문화역서울284/KOP000450?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000450,100-162 서울 중구 봉래동2가 122-28 ,04509 서울 중구 통일로 1 (서울역 본옥) ,37.5105405,127.0412334,,,02-3407-3500,,http://www.seoul284.org ,,자세한 운영 일정은 홈페이지를 참고하시기 바랍니다.,,1호선 서울역 2번 출구    4호선 서울역 2번 출구   ,"문화역서울, 서울역전시회, 서울역,전시, 284, 구서울역,역사,문화역서울284, 미술관, 광화문, 기차역,유적지","장애인화장실,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
19924,ko,뮤지엄김치간,https://korean.visitseoul.net/attractions/뮤지엄김치간/KOP019924?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP019924,110-300 서울 종로구 관훈동 196-10 ,03149 서울 종로구 인사동길 35-4 (관훈동) ,37.4816444,126.9741272,,,02-6002-6456,,https://www.kimchikan.com/,10:00~18:00 ,화~일,"-월요일 -1월 1일 -설날, 추석 연휴 -크리스마스 ",3호선 안국역 6번 출구에서 약 394m (도보 6분),"광화문,박물관,김치,뮤지엄김치간,김치박물관,안국역,종각역,김치체험관,김치만들기,김치전시",
42350,ko,박노수미술관,https://korean.visitseoul.net/attractions/박노수미술관/KOP042350?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP042350, 서울 종로구 옥인동 168-2 ,"03034 서울 종로구 옥인1길 34 (옥인동, 박노수 가옥) ",37.5559588,126.9715835,,,02-2148-4171,,https://www.jfac.or.kr/site/main/content/parkns01,화요일 ~ 일요일 10:00 ~ 18:00,,매주 월요일 휴관,3호선 경복궁역 2번 출구에서 약 850m (도보 13분) ,박노수미술관,
46885,ko,박선영전통한복연구실,https://korean.visitseoul.net/attractions/ParkSeon-yeongTraditionalHanbokResearch/KOPtw1dyr?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPtw1dyr, 서울 종로구 이화동 98-4 ,03100 서울 종로구 율곡로 227 (이화동) ,37.5729872,126.9844504,,, 02-742-1345,,,탄력운영 11:00~17:00,,,4호선 혜회역 2번 출구에서 약 714m (도보 10분),"무형문화제,장인,혜화,한복,오래가게",
26954,ko,박인당,https://korean.visitseoul.net/attractions/박인당/KOP026954?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026954, 서울 종로구 관철동 252-1 ,"03189 서울 종로구 청계천로 55 (관철동, 대신빌딩) 302호",37.5812828,126.966748,,,02-733-3429,,http://www.parkindang.co.kr/,고정 운영시간 없음 (전화 문의),매일,없음,1호선 종각역 4번 출구에서 약 160m (도보 2분),"오래가게,도장, 맞춤도장, 수제도장, 종각역, 서울미래유산",
16325,ko,반포대교 야경,https://korean.visitseoul.net/attractions/반포대교-야경/KOP016325?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP016325, 서울 서초구 반포동 649 반포대교 북단교차로,06500 서울 서초구 올림픽대로 2085-14 ,37.5767301,127.0050895,,,02-3780-0578,,,,,,,"한강데이트,데이트코스,반포야경,서울풍경,서울여행,공원,서울야경명소,반포한강공원,걷기,산책,서울,야경,무지개분수,서울의밤,반포대교옆한강공원,반포대교,반포대교달빛무지개분수",
2545,ko,방이동 백제고분군,https://korean.visitseoul.net/attractions/방이동-백제고분군/KOP002544?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002544,138-050 서울 송파구 방이동 산47-4,05644 서울특별시 송파구 오금로 219 (방이동) ,37.566686,126.9887732,,,02-2147-2800,02-2147-3963,,09:00 ~ 20:00,,연중무휴,5호선(마천방면) 방이 3번 출구 도보 10분 ," 방이역, 삼국시대고분군, 백제, 백제고분, 문화유적, 산책, 유적지, 방이동백제고분군, 역사,방이동고분, 서울유적지, 고분군",
6433,ko,배재학당역사박물관,https://korean.visitseoul.net/attractions/배재학당역사박물관/KOP006430?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006430, 서울특별시 중구 정동 34-5 배재정동빌딩 동관,"04516 서울특별시 중구 서소문로11길 19, 배재정동빌딩 동관 (정동) ",37.5119827,126.9934223,,,02-319-5578,,http://appenzeller.pcu.ac.kr,10:00~17:00,화요일~토요일 ,"-일요일, 월요일 -공휴일","1,2호선 시청역 10번 출구에서 약 240m (도보 4분) ","학교, 전시, 역사,배재학당역사박물관,시청역,배재학당,박물관",
45519,ko,백양세탁,https://korean.visitseoul.net/attractions/Baekyang-2024/KOP8onuvv?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP8onuvv, 서울 종로구 계동 140-24 ,03057 서울 종로구 계동길 54 (계동) ,37.5083768,127.1187791,,,02-762-1261,,,,,,3호선 안국역 3번 출구에서 332m (도보 5분),"백양세탁소,종로",
21128,ko,백인제가옥,https://korean.visitseoul.net/attractions/백인제가옥/KOP021128?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP021128,110-260 서울 종로구 가회동 93-1 ,03055 서울 종로구 북촌로7길 16 (가회동) ,37.5633962,126.9724424,,,"02-724-0232, 0200",,http://www.museum.seoul.kr/www/guide/vis/BIJHShow/BIJHInfo.jsp?sso=ok,09:00~18:00 (입장마감 17:30) ※ 자유관람시 외부 관람만 가능 ,화요일~일요일 ,"월요일(월요일이 공휴일인 경우 개관), 1월 1일",3호선 안국역 2번 출구에서 464m (도보 7분),"안국역,한옥, 북촌,별당채, 민속문화재,광화문, 일제강점기,백인제가옥, 문화유산",
10567,ko,송월동 일대,https://korean.visitseoul.net/attractions/송월동-일대/KOP010567?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP010567,110-101 서울 종로구 송월동 일대,110-101 서울특별시 종로구 송월동 일대 ,37.5797201,126.9868259,,,02-120,,,,,,5호선 서대문 3번 출구→마을버스 5번 승차→홍원앞역에서 하차→교남파출소 표지판을 오른쪽에 끼고 직진→새마을금고 우측 돌계단(촬영지1)을 지나 홍난파 가옥 맞은편 건물(촬영지2)," 서대문역,송월동, 덕수궁, 경희궁,서울역사박물관, 숭례문, 독립문, 역사유적지, 서대문형무소역사관, 광화문",
3778,ko,송은(SONGEUN),https://korean.visitseoul.net/attractions/송은갤러리/KOP003778?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003778, 서울 강남구 청담동 92-9 ,06016 서울 강남구 도산대로 441 (청담동) ,37.5808035,126.9841622,,,02-3448-0100,,http://www.songeun.or.kr,11:00~18:30,월~토,-일요일 -공휴일 ＊전시별 관람시간 확인요망,수인분당선 압구정로데오역 3번 출구에서 637m (도보 10분)," 송은 문화재단,미술, 예술,청담동,전시, 강남,송은, 미술관,압구정로데오역","엘리베이터,장애인화장실,장애인 전용 주차장"
27232,ko,삼청로 안내소,https://korean.visitseoul.net/attractions/삼청로-안내소/KOP027232?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027232,110-210 서울 종로구 화동 61 ,03053 서울 종로구 삼청로 68 (안송빌딩) ,37.5700771,126.9652153,,,+82-2-723-9472,,http://www.sta.or.kr,10:00~19:00 (KST),,"설, 추석 당일 휴무",3호선 안국역 1번 출구,"삼청동,여행,관광안내소,삼청로-안내소,여행,안내소",
1962,ko,생각꿈틀미술관,https://korean.visitseoul.net/attractions/생각꿈틀미술관/KOP001962?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001962, 서울 서초구 양재2동 310 언남고등학교 내 언남문화체육센터 ,"06780 서울특별시 서초구 동산로 55, 언남고등학교 내 언남문화체육센터 (양재동) ",37.5248141,127.0428405,,,02-578-0270,,,평일 및 토요일 AM 10:00 ~ PM 06:00,월화수목금토,일요일?공휴일 휴관,신분당선 양재시민의 숲(매헌) 2번 출구 도보 10분,"양재동미술관,언남고등학교,문화,체험학습,전시,전시,언남문화체육센터,생각꿈틀미술관,생각꿈틀언남문화체육센터,체험학습,문화, 양재시민의숲역미술관,양재동미술관,미술관",
